Datetime,code,name,bankuai,optimistic,pessimistic
2025-01-27,SZ.ZB_000016,深康佳Ａ,家电行业,15.492709,-0.7301157
2025-01-27,SZ.ZB_002418,康盛股份,家电行业,14.504684,-1.8161532
2025-01-27,SZ.ZB_002848,高斯贝尔,家电行业,13.461683,0.61666316
2025-01-27,SH.ZB_600539,狮头股份,环保行业,16.846548,-2.9976516
2025-01-27,SH.KC_300055,万邦达,环保行业,12.949707,-4.637003
2025-01-27,SZ.ZB_000826,启迪环境,环保行业,11.303284,-2.0135918
2025-01-27,SH.KC_300857,协创数据,消费电子,17.472805,-4.7174983
2025-01-27,SH.ZB_600130,波导股份,消费电子,14.679135,0.66472816
2025-01-27,SZ.ZB_002861,瀛通通讯,消费电子,10.477133,-6.6550045
2025-01-27,SH.KC_301511,德福科技,电池,12.196345,-3.519208
2025-01-27,SZ.ZB_002733,雄韬股份,电池,11.082174,-3.5090399
2025-01-27,SH.KC_301286,侨源股份,化学原料,12.608086,-3.466639
2025-01-27,SH.ZB_600714,金瑞矿业,化学原料,10.732291,-1.9593858
2025-01-27,SH.ZB_600052,东望时代,公用事业,11.354007,-4.0473657
2025-01-27,SH.ZB_600187,国中水务,公用事业,11.041154,-1.6335435
2025-01-27,SH.ZB_603261,立航科技,航天航空,16.899021,-1.254364
2025-01-27,SH.KC_300159,新研股份,航天航空,15.28116,-0.3304653
2025-01-27,SZ.ZB_000668,荣丰控股,房地产开发,19.983118,-2.969245
2025-01-27,SZ.ZB_000736,中交地产,房地产开发,13.498284,-0.13332236
2025-01-27,SH.ZB_600128,苏豪弘业,贸易行业,15.499045,-1.6610454
2025-01-27,SH.KC_300493,润欣科技,贸易行业,11.42299,-4.7390075
2025-01-27,SZ.ZB_002496,辉丰股份,农药兽药,18.754457,0.6627523
2025-01-27,SH.ZB_605033,美邦股份,农药兽药,12.580071,-2.1784618
2025-01-27,SH.ZB_600191,华资实业,农牧饲渔,11.075635,-6.520061
2025-01-27,SH.ZB_600811,东方集团,农牧饲渔,10.509207,-0.674255
2025-01-27,SH.KC_300959,线上线下,通信服务,11.19781,-2.5133855
2025-01-27,SH.KC_300840,酷特智能,纺织服装,10.508175,-8.001618
2025-01-27,SH.KC_301157,华塑科技,计算机设备,11.189793,-3.238882
2025-01-27,SH.ZB_600734,实达集团,通信设备,10.99018,-4.2100325
2025-01-27,SH.ZB_600636,国新文化,教育,10.873209,-0.9116808
2025-01-27,SH.ZB_600405,动力源,电源设备,10.60705,-1.7727249
2025-01-27,SH.KC_300222,科大智能,电网设备,10.877447,-6.2320504
2025-01-27,SZ.ZB_002789,建艺集团,装修装饰,14.0413685,0.021849573
2025-01-27,SH.KC_300391,长药控股,中药,11.618291,-0.4619565
2025-01-27,SZ.ZB_002667,威领股份,能源金属,12.346272,-2.619117
2025-01-27,SH.ZB_600238,海南椰岛,酿酒行业,12.858171,-0.08894615
2025-01-27,SH.ZB_603682,锦和商管,房地产服务,13.208021,-1.5144958
2025-01-27,SH.KC_688426,康为世纪,生物制品,13.398539,-2.517551
2025-01-27,SZ.ZB_002306,中科云网,旅游酒店,13.428505,0.3574174
2025-01-27,SH.ZB_600076,康欣新材,装修建材,14.328472,-3.9254918
2025-01-27,SZ.ZB_000691,亚太实业,化学制品,15.100484,-1.1164352
2025-01-27,SH.ZB_600892,大晟文化,游戏,16.515789,-2.4938488
2025-01-27,SH.KC_300127,银河磁体,小金属,10.462282,-2.5938797
