Datetime,code,name,bankuai,optimistic,pessimistic
2025-01-27,SH.ZB_600076,康欣新材,装修建材,13.154693,-4.0699844
2025-01-27,SH.KC_300840,酷特智能,纺织服装,11.049144,-7.437133
2025-01-27,SH.KC_301157,华塑科技,计算机设备,9.614226,-3.6487203
2025-01-27,SZ.ZB_000627,天茂集团,保险,9.720686,-5.2936
2025-01-27,SH.KC_300391,长药控股,中药,10.025377,-1.3984133
2025-01-27,SH.ZB_600191,华资实业,农牧饲渔,10.16629,-6.753537
2025-01-27,SH.KC_300959,线上线下,通信服务,10.645146,-2.7660904
2025-01-27,SH.ZB_600734,实达集团,通信设备,10.931449,-4.2521324
2025-01-27,SH.ZB_600238,海南椰岛,酿酒行业,11.086859,-0.66850036
2025-01-27,SZ.ZB_000691,亚太实业,化学制品,13.789983,-1.62527
2025-01-27,SH.KC_300222,科大智能,电网设备,11.175706,-5.957719
2025-01-27,SZ.ZB_002306,中科云网,旅游酒店,11.458778,-0.40638465
2025-01-27,SZ.ZB_002667,威领股份,能源金属,11.480459,-2.8924716
2025-01-27,SH.ZB_603682,锦和商管,房地产服务,11.516185,-1.9531913
2025-01-27,SH.KC_688426,康为世纪,生物制品,12.078859,-2.8427386
2025-01-27,SZ.ZB_002789,建艺集团,装修装饰,12.133944,-0.65213853
2025-01-27,SH.ZB_600892,大晟文化,游戏,15.223689,-3.537913
2025-01-27,SH.ZB_600636,国新文化,教育,9.571786,-1.4135801
