Datetime,code,name,bankuai,optimistic,pessimistic
2025-01-27,SZ.ZB_002418,康盛股份,家电行业,11.369254,-2.6140223
2025-01-27,SZ.ZB_002848,高斯贝尔,家电行业,10.785209,-0.31363684
2025-01-27,SH.KC_301286,侨源股份,化学原料,10.398738,-4.229833
2025-01-27,SH.ZB_600714,金瑞矿业,化学原料,8.832164,-2.7765703
2025-01-27,SH.ZB_600052,东望时代,公用事业,10.575564,-4.4624805
2025-01-27,SH.ZB_600187,国中水务,公用事业,9.043156,-2.289072
2025-01-27,SH.KC_688143,长盈通,电子元件,11.568644,-7.1816354
2025-01-27,SZ.ZB_002199,东晶电子,电子元件,10.184066,-0.961457
2025-01-27,SZ.ZB_000668,荣丰控股,房地产开发,17.349775,-3.9846756
2025-01-27,SZ.ZB_000736,中交地产,房地产开发,9.536134,-1.223968
2025-01-27,SZ.ZB_000691,亚太实业,化学制品,13.375049,-1.6468374
2025-01-27,SZ.ZB_002549,凯美特气,化学制品,8.709367,-3.931591
2025-01-27,SH.ZB_603261,立航科技,航天航空,14.204447,-2.3435097
2025-01-27,SH.KC_300159,新研股份,航天航空,12.596281,-0.7575892
2025-01-27,SZ.ZB_002496,辉丰股份,农药兽药,15.257542,-0.40005985
2025-01-27,SH.ZB_605033,美邦股份,农药兽药,9.923522,-3.2097378
2025-01-27,SH.ZB_600076,康欣新材,装修建材,12.818168,-3.9843965
2025-01-27,SH.ZB_600892,大晟文化,游戏,14.316721,-3.395208
2025-01-27,SH.ZB_600191,华资实业,农牧饲渔,9.686931,-7.505128
2025-01-27,SH.KC_301511,德福科技,电池,10.015638,-4.167272
2025-01-27,SH.ZB_603682,锦和商管,房地产服务,10.148766,-2.5615852
2025-01-27,SH.ZB_600238,海南椰岛,酿酒行业,10.4530945,-0.43750983
2025-01-27,SZ.ZB_002306,中科云网,旅游酒店,10.457738,-0.35321918
2025-01-27,SH.ZB_600734,实达集团,通信设备,10.860513,-4.419561
2025-01-27,SH.ZB_600128,苏豪弘业,贸易行业,13.061293,-2.2687013
2025-01-27,SH.KC_300222,科大智能,电网设备,10.863309,-6.0951414
2025-01-27,SH.KC_688426,康为世纪,生物制品,11.077909,-3.4947681
2025-01-27,SH.KC_300840,酷特智能,纺织服装,11.211799,-7.9794326
2025-01-27,SZ.ZB_002667,威领股份,能源金属,11.214356,-3.2688246
2025-01-27,SZ.ZB_002789,建艺集团,装修装饰,11.367045,-0.6594367
2025-01-27,SH.ZB_600636,国新文化,教育,8.700745,-1.5242723
