,Datetime,code,name,bankuai,expext
48,2025-01-27,SH.ZB_600076,康欣新材,装修建材,12.818168
49,2025-01-27,SH.KC_300608,思特奇,软件开发,12.817205
50,2025-01-27,SZ.ZB_002529,海源复材,专用设备,12.742196
51,2025-01-27,SH.KC_300159,新研股份,航天航空,12.596281
52,2025-01-24,SH.KC_688326,经纬恒润-W,汽车零部件,12.589155
53,2025-01-27,SH.KC_300902,国安达,专用设备,12.578164
54,2025-01-24,SH.ZB_603687,大胜达,包装材料,12.4490185
55,2025-01-24,SH.KC_301396,宏景科技,互联网服务,12.417285
56,2025-01-27,SZ.ZB_002816,和科达,专用设备,12.414514
57,2025-01-24,SH.KC_300017,网宿科技,互联网服务,12.336476
58,2025-01-27,SZ.ZB_000890,法尔胜,通用设备,12.322031
59,2025-01-24,SH.ZB_600243,青海华鼎,通用设备,12.230365
60,2025-01-27,SH.KC_300652,雷迪克,汽车零部件,12.1687155
61,2025-01-27,SZ.ZB_000016,深康佳Ａ,家电行业,12.146668
62,2025-01-24,SH.ZB_600238,海南椰岛,酿酒行业,12.142159
63,2025-01-27,SH.ZB_600243,青海华鼎,通用设备,12.09739
64,2025-01-27,SH.KC_300055,万邦达,环保行业,12.039926
65,2025-01-27,SH.KC_688229,博睿数据,互联网服务,12.01454
66,2025-01-27,SH.ZB_600130,波导股份,消费电子,11.991925
67,2025-01-27,SZ.ZB_002253,川大智胜,软件开发,11.89246
68,2025-01-24,SH.KC_300465,高伟达,软件开发,11.886503
69,2025-01-24,SZ.ZB_002529,海源复材,专用设备,11.789177
70,2025-01-24,SH.ZB_605069,正和生态,环保行业,11.7011175
71,2025-01-27,SH.ZB_605018,长华集团,汽车零部件,11.657627
72,2025-01-27,SH.KC_688143,长盈通,电子元件,11.568644
73,2025-01-27,SZ.ZB_002122,汇洲智能,通用设备,11.560838
74,2025-01-24,SH.KC_300624,万兴科技,软件开发,11.521049
75,2025-01-24,SH.KC_688313,仕佳光子,通信设备,11.489318
76,2025-01-24,SZ.ZB_000691,亚太实业,化学制品,11.469449
77,2025-01-24,SZ.ZB_002816,和科达,专用设备,11.375289
78,2025-01-27,SZ.ZB_002418,康盛股份,家电行业,11.369254
79,2025-01-24,SH.KC_688327,云从科技-UW,软件开发,11.368482
80,2025-01-27,SZ.ZB_002789,建艺集团,装修装饰,11.367045
81,2025-01-24,SZ.ZB_000681,视觉中国,文化传媒,11.3327875
82,2025-01-24,SZ.ZB_001282,三联锻造,汽车零部件,11.332275
83,2025-01-27,SH.ZB_600228,返利科技,互联网服务,11.314673
84,2025-01-24,SH.ZB_605033,美邦股份,农药兽药,11.2922325
85,2025-01-27,SZ.ZB_002667,威领股份,能源金属,11.214356
86,2025-01-27,SH.KC_300840,酷特智能,纺织服装,11.211799
87,2025-01-24,SH.ZB_600130,波导股份,消费电子,11.210577
88,2025-01-24,SZ.ZB_000016,深康佳Ａ,家电行业,11.145793
89,2025-01-24,SH.KC_688400,凌云光,专用设备,11.12947
90,2025-01-24,SH.ZB_603777,来伊份,食品饮料,11.085789
91,2025-01-27,SH.KC_688426,康为世纪,生物制品,11.077909
92,2025-01-24,SZ.ZB_000736,中交地产,房地产开发,11.057405
93,2025-01-24,SZ.ZB_002853,皮阿诺,装修建材,10.973893
94,2025-01-24,SH.KC_300822,贝仕达克,消费电子,10.92581
95,2025-01-24,SZ.ZB_002861,瀛通通讯,消费电子,10.918384
96,2025-01-24,SH.KC_300785,值得买,互联网服务,10.908325
97,2025-01-24,SH.KC_300159,新研股份,航天航空,10.877235
98,2025-01-27,SH.ZB_603928,兴业股份,塑料制品,10.869922
99,2025-01-27,SH.KC_300222,科大智能,电网设备,10.863309
100,2025-01-27,SH.ZB_600734,实达集团,通信设备,10.860513
101,2025-01-27,SZ.ZB_000816,智慧农业,通用设备,10.856171
102,2025-01-27,SH.KC_300249,依米康,软件开发,10.853119
103,2025-01-27,SZ.ZB_002848,高斯贝尔,家电行业,10.785203
104,2025-01-27,SZ.ZB_000004,国华网安,软件开发,10.766612
105,2025-01-27,SH.ZB_600421,华嵘控股,通用设备,10.747446
106,2025-01-24,SH.ZB_603665,康隆达,纺织服装,10.685084
107,2025-01-27,SH.ZB_600052,东望时代,公用事业,10.575564
108,2025-01-24,SZ.ZB_000668,荣丰控股,房地产开发,10.570259
109,2025-01-24,SH.ZB_603398,沐邦高科,光伏设备,10.519521
110,2025-01-24,SH.KC_688429,时创能源,光伏设备,10.516622
111,2025-01-24,SH.KC_300391,长药控股,中药,10.476826
112,2025-01-27,SZ.ZB_002306,中科云网,旅游酒店,10.457738
113,2025-01-27,SH.ZB_600238,海南椰岛,酿酒行业,10.4530945
114,2025-01-27,SH.KC_301286,侨源股份,化学原料,10.398738
115,2025-01-24,SH.ZB_603666,亿嘉和,专用设备,10.264195
116,2025-01-24,SH.KC_688225,亚信安全,软件开发,10.263194
117,2025-01-24,SH.ZB_600734,实达集团,通信设备,10.226272
118,2025-01-24,SZ.ZB_000759,中百集团,商业百货,10.197578
119,2025-01-27,SZ.ZB_002199,东晶电子,电子元件,10.184066
120,2025-01-27,SH.ZB_603682,锦和商管,房地产服务,10.148766
121,2025-01-24,SH.KC_688522,纳睿雷达,计算机设备,10.129528
122,2025-01-27,SH.ZB_603729,龙韵股份,文化传媒,10.099448
123,2025-01-24,SZ.ZB_002306,中科云网,旅游酒店,10.090817
124,2025-01-27,SH.KC_301511,德福科技,电池,10.015638
125,2025-01-27,SH.KC_300333,兆日科技,软件开发,10.014452
126,2025-01-24,SH.KC_301205,联特科技,光学光电子,10.01086
127,2025-01-24,SH.KC_300226,上海钢联,互联网服务,9.973557
128,2025-01-27,SH.ZB_605033,美邦股份,农药兽药,9.923522
129,2025-01-24,SH.ZB_600128,苏豪弘业,贸易行业,9.905796
130,2025-01-24,SH.ZB_600636,国新文化,教育,9.881563
131,2025-01-24,SH.KC_300248,新开普,互联网服务,9.88013
132,2025-01-24,SZ.ZB_000816,智慧农业,通用设备,9.848835
133,2025-01-24,SH.KC_688085,三友医疗,医疗器械,9.82702
134,2025-01-27,SH.KC_300161,华中数控,通用设备,9.82127
135,2025-01-27,SH.ZB_603068,博通集成,半导体,9.796076
136,2025-01-27,SH.KC_301318,维海德,消费电子,9.730075
137,2025-01-24,SZ.ZB_000856,冀东装备,专用设备,9.703951
138,2025-01-27,SH.ZB_600191,华资实业,农牧饲渔,9.686931
139,2025-01-24,SH.KC_688369,致远互联,软件开发,9.679704
140,2025-01-24,SH.KC_301220,亚香股份,化学制品,9.666581
141,2025-01-24,SH.KC_300987,川网传媒,文化传媒,9.639878
142,2025-01-27,SZ.ZB_000736,中交地产,房地产开发,9.536134
143,2025-01-24,SH.KC_300996,普联软件,软件开发,9.51225
144,2025-01-27,SH.ZB_600778,友好集团,商业百货,9.489123
145,2025-01-24,SH.KC_300830,金现代,软件开发,9.487436
146,2025-01-27,SZ.ZB_002973,侨银股份,环保行业,9.485947
147,2025-01-24,SH.KC_301368,丰立智能,通用设备,9.463833
148,2025-01-27,SH.KC_300093,金刚光伏,光伏设备,9.463792
149,2025-01-24,SH.KC_300113,顺网科技,游戏,9.449397
150,2025-01-24,SH.ZB_603729,龙韵股份,文化传媒,9.394665
151,2025-01-24,SZ.ZB_002896,中大力德,通用设备,9.383781
152,2025-01-24,SZ.ZB_002453,华软科技,化学制品,9.360369
153,2025-01-27,SZ.ZB_000826,启迪环境,环保行业,9.345229
154,2025-01-24,SH.KC_301261,恒工精密,通用设备,9.332304
155,2025-01-27,SZ.ZB_002530,金财互联,互联网服务,9.30814
156,2025-01-24,SZ.ZB_002199,东晶电子,电子元件,9.300269
157,2025-01-24,SZ.ZB_001330,博纳影业,文化传媒,9.291567
158,2025-01-24,SZ.ZB_000882,华联股份,商业百货,9.283681
159,2025-01-24,SH.ZB_603021,山东华鹏,玻璃玻纤,9.275283
160,2025-01-24,SH.ZB_600228,返利科技,互联网服务,9.249006
161,2025-01-27,SH.KC_300378,鼎捷数智,软件开发,9.248779
162,2025-01-27,SZ.ZB_002757,南兴股份,专用设备,9.215866
163,2025-01-27,SH.KC_300499,高澜股份,专用设备,9.189181
164,2025-01-24,SH.KC_300687,赛意信息,互联网服务,9.187029
165,2025-01-27,SZ.ZB_002820,桂发祥,食品饮料,9.179764
166,2025-01-24,SZ.ZB_002789,建艺集团,装修装饰,9.17942
167,2025-01-24,SH.ZB_603598,引力传媒,文化传媒,9.175555
168,2025-01-24,SH.KC_300556,丝路视觉,软件开发,9.146871
169,2025-01-27,SH.KC_300071,福石控股,文化传媒,9.144174
170,2025-01-27,SZ.ZB_002861,瀛通通讯,消费电子,9.096716
171,2025-01-27,SH.ZB_600556,天下秀,文化传媒,9.092484
172,2025-01-24,SZ.ZB_000004,国华网安,软件开发,9.066738
173,2025-01-24,SH.KC_688258,卓易信息,互联网服务,9.052033
174,2025-01-24,SH.KC_688511,天微电子,电子元件,9.050472
175,2025-01-24,SZ.ZB_002575,群兴玩具,房地产服务,9.0465975
176,2025-01-27,SH.ZB_600187,国中水务,公用事业,9.043156
177,2025-01-27,SZ.ZB_000419,通程控股,商业百货,9.04109
178,2025-01-27,SH.KC_688408,中信博,光伏设备,9.031434
179,2025-01-24,SZ.ZB_002439,启明星辰,软件开发,9.030275
180,2025-01-24,SH.KC_301000,肇民科技,塑料制品,8.997507
181,2025-01-27,SH.KC_300853,申昊科技,通用设备,8.984463
182,2025-01-27,SZ.ZB_002265,建设工业,汽车零部件,8.960695
183,2025-01-27,SZ.ZB_000793,华闻集团,文化传媒,8.945023
184,2025-01-27,SH.KC_300716,泉为科技,光伏设备,8.936336
185,2025-01-27,SZ.ZB_002760,凤形股份,通用设备,8.933659
186,2025-01-27,SH.ZB_603598,引力传媒,文化传媒,8.92189
187,2025-01-27,SH.KC_688165,埃夫特-U,通用设备,8.904745
188,2025-01-27,SH.KC_688716,中研股份,塑料制品,8.901591
189,2025-01-27,SZ.ZB_000716,黑芝麻,食品饮料,8.892085
190,2025-01-24,SH.ZB_603101,汇嘉时代,商业百货,8.885805
191,2025-01-24,SH.KC_301021,英诺激光,电子元件,8.868806
192,2025-01-24,SH.ZB_600421,华嵘控股,通用设备,8.866353
193,2025-01-24,SZ.ZB_000620,新华联,房地产开发,8.864559
194,2025-01-24,SH.KC_300299,富春股份,游戏,8.8591795
195,2025-01-24,SZ.ZB_002865,钧达股份,光伏设备,8.849938
196,2025-01-27,SH.ZB_600714,金瑞矿业,化学原料,8.832164
197,2025-01-24,SZ.ZB_000573,粤宏远Ａ,房地产开发,8.825604
198,2025-01-24,SH.KC_688615,合合信息,软件开发,8.822085
199,2025-01-27,SH.ZB_605069,正和生态,环保行业,8.816387
200,2025-01-24,SZ.ZB_002599,盛通股份,包装材料,8.815326
201,2025-01-24,SH.ZB_605018,长华集团,汽车零部件,8.768301
202,2025-01-27,SZ.ZB_001282,三联锻造,汽车零部件,8.766561
203,2025-01-24,SH.KC_300276,三丰智能,专用设备,8.745872
204,2025-01-24,SH.KC_300071,福石控股,文化传媒,8.742102
205,2025-01-27,SH.KC_300170,汉得信息,互联网服务,8.731987
206,2025-01-24,SH.KC_688426,康为世纪,生物制品,8.728452
207,2025-01-27,SZ.ZB_002549,凯美特气,化学制品,8.709367
208,2025-01-27,SH.KC_301030,仕净科技,专用设备,8.707671
209,2025-01-24,SH.ZB_600094,大名城,房地产开发,8.702562
210,2025-01-24,SH.KC_688118,普元信息,软件开发,8.701234
211,2025-01-27,SH.ZB_600636,国新文化,教育,8.700745
212,2025-01-27,SH.ZB_600358,国旅联合,互联网服务,8.681486
213,2025-01-24,SH.KC_688017,绿的谐波,通用设备,8.67997
214,2025-01-27,SH.ZB_603716,塞力医疗,医药商业,8.655773
215,2025-01-27,SH.KC_300479,神思电子,计算机设备,8.647968
216,2025-01-27,SH.KC_300607,拓斯达,通用设备,8.636488
217,2025-01-27,SH.KC_300697,电工合金,有色金属,8.629243
218,2025-01-24,SZ.ZB_002578,闽发铝业,有色金属,8.603619
219,2025-01-24,SZ.ZB_002418,康盛股份,家电行业,8.598046
220,2025-01-27,SH.KC_688053,思科瑞,电子元件,8.56395
221,2025-01-24,SH.ZB_600802,福建水泥,水泥建材,8.558009
222,2025-01-27,SZ.ZB_003015,日久光电,光学光电子,8.5576935
223,2025-01-27,SZ.ZB_000573,粤宏远Ａ,房地产开发,8.515523
224,2025-01-27,SH.KC_301397,溯联股份,汽车零部件,8.513533
225,2025-01-27,SH.KC_688511,天微电子,电子元件,8.500431
226,2025-01-24,SH.ZB_603042,华脉科技,通信设备,8.483611
227,2025-01-27,SH.ZB_603429,集友股份,造纸印刷,8.480422
228,2025-01-24,SH.KC_300265,通光线缆,电网设备,8.476032
229,2025-01-27,SZ.ZB_000010,美丽生态,工程建设,8.469187
230,2025-01-27,SH.KC_300391,长药控股,中药,8.46705
231,2025-01-24,SH.KC_300571,平治信息,通信服务,8.457263
232,2025-01-24,SH.KC_300857,协创数据,消费电子,8.456071
233,2025-01-24,SZ.ZB_002718,友邦吊顶,装修建材,8.439986
234,2025-01-27,SH.ZB_600811,东方集团,农牧饲渔,8.412973
235,2025-01-27,SH.KC_300493,润欣科技,贸易行业,8.387913
236,2025-01-27,SZ.ZB_002058,威尔泰,电网设备,8.386893
237,2025-01-27,SH.KC_688362,甬矽电子,半导体,8.385207
238,2025-01-24,SH.KC_688696,极米科技,家电行业,8.384554
239,2025-01-27,SH.KC_688095,福昕软件,软件开发,8.377706
240,2025-01-27,SH.ZB_603789,星光农机,专用设备,8.373077
241,2025-01-24,SZ.ZB_003040,楚天龙,通信设备,8.369992
242,2025-01-24,SH.KC_688656,浩欧博,医疗器械,8.36925
243,2025-01-27,SZ.ZB_000627,天茂集团,保险,8.3670635
244,2025-01-24,SH.ZB_603667,五洲新春,通用设备,8.351989
245,2025-01-24,SH.KC_300479,神思电子,计算机设备,8.3408165
246,2025-01-24,SH.KC_688058,宝兰德,软件开发,8.321979
247,2025-01-24,SH.ZB_600811,东方集团,农牧饲渔,8.321955
248,2025-01-27,SH.KC_300959,线上线下,通信服务,8.310194
249,2025-01-27,SH.KC_300127,银河磁体,小金属,8.307101
250,2025-01-24,SZ.ZB_002009,天奇股份,专用设备,8.298324
251,2025-01-24,SH.ZB_600355,精伦电子,通信设备,8.271338
252,2025-01-27,SH.ZB_603015,弘讯科技,专用设备,8.247669
253,2025-01-24,SH.KC_300795,米奥会展,文化传媒,8.245511
254,2025-01-27,SH.ZB_600858,银座股份,商业百货,8.229449
255,2025-01-27,SH.ZB_603800,洪田股份,专用设备,8.228535
256,2025-01-24,SH.KC_688512,慧智微-U,半导体,8.219041
257,2025-01-24,SZ.ZB_002693,双成药业,生物制品,8.202627
258,2025-01-27,SH.KC_688429,时创能源,光伏设备,8.19432
259,2025-01-27,SZ.ZB_002762,金发拉比,纺织服装,8.188298
260,2025-01-27,SH.ZB_600802,福建水泥,水泥建材,8.17907
261,2025-01-27,SH.ZB_600355,精伦电子,通信设备,8.167307
262,2025-01-24,SH.KC_300173,福能东方,专用设备,8.166969
263,2025-01-27,SH.ZB_603177,德创环保,环保行业,8.166279
264,2025-01-27,SH.KC_300688,创业黑马,教育,8.162218
265,2025-01-27,SH.KC_688369,致远互联,软件开发,8.134913
266,2025-01-24,SH.KC_688053,思科瑞,电子元件,8.134615
267,2025-01-24,SZ.ZB_000820,神雾节能,环保行业,8.131513
268,2025-01-24,SH.KC_300188,国投智能,软件开发,8.1311655
269,2025-01-24,SH.KC_300853,申昊科技,通用设备,8.129956
270,2025-01-27,SH.ZB_605179,一鸣食品,食品饮料,8.102608
271,2025-01-24,SH.KC_300902,国安达,专用设备,8.083285
272,2025-01-27,SZ.ZB_002636,金安国纪,电子元件,8.049446
273,2025-01-24,SH.ZB_603779,威龙股份,酿酒行业,8.042606
274,2025-01-27,SH.KC_300798,锦鸡股份,化学制品,8.024112
275,2025-01-24,SZ.ZB_001306,夏厦精密,通用设备,8.022531
276,2025-01-27,SH.ZB_600198,大唐电信,通信设备,8.010559
277,2025-01-24,SH.ZB_600556,天下秀,文化传媒,8.000962
278,2025-01-24,SH.ZB_603895,天永智能,专用设备,7.9898314
279,2025-01-27,SZ.ZB_002657,中科金财,互联网服务,7.9845486
280,2025-01-24,SZ.ZB_002193,如意集团,纺织服装,7.9740314
281,2025-01-27,SH.ZB_603101,汇嘉时代,商业百货,7.9660473
282,2025-01-24,SH.KC_688717,艾罗能源,光伏设备,7.9352527
283,2025-01-27,SZ.ZB_002693,双成药业,生物制品,7.9327955
284,2025-01-27,SH.KC_300792,壹网壹创,互联网服务,7.9309506
285,2025-01-27,SH.KC_300276,三丰智能,专用设备,7.9241724
286,2025-01-27,SZ.ZB_001236,弘业期货,多元金融,7.912584
287,2025-01-27,SH.KC_301220,亚香股份,化学制品,7.9061747
288,2025-01-27,SH.KC_301061,匠心家居,家电行业,7.8994527
289,2025-01-24,SH.KC_688226,威腾电气,电网设备,7.8924866
290,2025-01-27,SH.KC_688085,三友医疗,医疗器械,7.883248
291,2025-01-27,SH.KC_300250,初灵信息,互联网服务,7.881588
292,2025-01-27,SH.KC_300211,亿通科技,通信服务,7.8700466
293,2025-01-27,SH.ZB_600405,动力源,电源设备,7.865849
294,2025-01-27,SH.KC_301018,申菱环境,专用设备,7.8628182
295,2025-01-27,SH.KC_300154,瑞凌股份,通用设备,7.861
296,2025-01-27,SH.ZB_603880,南卫股份,医疗器械,7.8512774
297,2025-01-24,SH.KC_300403,汉宇集团,家电行业,7.8487024
298,2025-01-24,SH.ZB_600410,华胜天成,互联网服务,7.8386636
299,2025-01-27,SH.KC_300561,汇金科技,软件开发,7.8237953
300,2025-01-24,SH.KC_300010,豆神教育,教育,7.8150406
301,2025-01-24,SH.KC_301600,慧翰股份,通信设备,7.8109665
302,2025-01-24,SH.KC_300296,利亚德,光学光电子,7.802929
303,2025-01-24,SH.KC_300885,海昌新材,通用设备,7.800667
304,2025-01-27,SZ.ZB_002354,天娱数科,互联网服务,7.7948036
305,2025-01-27,SZ.ZB_002175,东方智造,仪器仪表,7.787983
306,2025-01-24,SH.ZB_600593,大连圣亚,旅游酒店,7.787715
307,2025-01-24,SH.KC_300798,锦鸡股份,化学制品,7.7838407
308,2025-01-24,SZ.ZB_000632,三木集团,综合行业,7.7774196
309,2025-01-24,SH.ZB_600797,浙大网新,互联网服务,7.77535
310,2025-01-24,SH.KC_300384,三联虹普,专业服务,7.7656927
311,2025-01-27,SH.ZB_600693,东百集团,商业百货,7.7580676
312,2025-01-24,SH.KC_301159,三维天地,软件开发,7.755342
313,2025-01-24,SH.ZB_600076,康欣新材,装修建材,7.731986
314,2025-01-24,SH.ZB_603305,旭升集团,汽车零部件,7.718596
315,2025-01-27,SZ.ZB_001309,德明利,半导体,7.712999
316,2025-01-27,SZ.ZB_002453,华软科技,化学制品,7.703169
317,2025-01-27,SH.KC_688400,凌云光,专用设备,7.6946616
318,2025-01-27,SZ.ZB_002733,雄韬股份,电池,7.6857314
319,2025-01-24,SZ.ZB_002536,飞龙股份,汽车零部件,7.661091
320,2025-01-13,SH.KC_688073,毕得医药,生物制品,7.643321
321,2025-01-27,SH.ZB_600423,柳化股份,化学原料,7.6335893
322,2025-01-24,SZ.ZB_002973,侨银股份,环保行业,7.6325564
323,2025-01-24,SH.KC_300592,华凯易佰,互联网服务,7.618684
324,2025-01-23,SH.KC_688350,富淼科技,化学制品,7.600604
325,2025-01-27,SH.ZB_603838,四通股份,装修建材,7.5913696
326,2025-01-27,SH.KC_300377,赢时胜,软件开发,7.5905266
327,2025-01-27,SH.ZB_603718,海利生物,农药兽药,7.583125
328,2025-01-24,SH.KC_300825,阿尔特,汽车服务,7.5696692
329,2025-01-27,SZ.ZB_000795,英洛华,小金属,7.556474
330,2025-01-24,SH.ZB_600722,金牛化工,化学原料,7.5501146
331,2025-01-24,SH.ZB_600588,用友网络,软件开发,7.5438113
332,2025-01-27,SH.KC_301157,华塑科技,计算机设备,7.5399547
333,2025-01-27,SH.ZB_603615,茶花股份,塑料制品,7.535784
334,2025-01-24,SZ.ZB_001309,德明利,半导体,7.5305433
335,2025-01-24,SH.KC_301210,金杨股份,电池,7.5238914
336,2025-01-24,SH.ZB_603518,锦泓集团,纺织服装,7.5160446
337,2025-01-27,SH.KC_300229,拓尔思,软件开发,7.5061398
338,2025-01-27,SZ.ZB_002009,天奇股份,专用设备,7.4961557
339,2025-01-24,SH.ZB_600423,柳化股份,化学原料,7.4944615
340,2025-01-24,SH.KC_688551,科威尔,电源设备,7.4927926
341,2025-01-27,SH.KC_301001,凯淳股份,互联网服务,7.469434
342,2025-01-27,SH.KC_301336,趣睡科技,家用轻工,7.4668036
343,2025-01-27,SH.KC_300084,海默科技,采掘行业,7.4620976
344,2025-01-24,SZ.ZB_002862,实丰文化,家用轻工,7.4570475
345,2025-01-27,SH.ZB_600626,申达股份,汽车零部件,7.45683
346,2025-01-27,SH.KC_688226,威腾电气,电网设备,7.4554787
347,2025-01-27,SH.ZB_600610,中毅达,化学原料,7.4552355
348,2025-01-27,SH.ZB_603079,圣达生物,化学制品,7.4466453
349,2025-01-24,SH.KC_300959,线上线下,通信服务,7.424858
350,2025-01-27,SH.KC_300812,易天股份,消费电子,7.422839
351,2025-01-27,SZ.ZB_002640,跨境通,贸易行业,7.421811
352,2025-01-27,SH.ZB_603978,深圳新星,有色金属,7.4200273
353,2025-01-24,SZ.ZB_002640,跨境通,贸易行业,7.4161215
354,2025-01-24,SH.ZB_603389,亚振家居,装修建材,7.4026747
355,2025-01-27,SH.ZB_603389,亚振家居,装修建材,7.3939695
356,2025-01-27,SZ.ZB_002403,爱仕达,家电行业,7.392359
357,2025-01-24,SH.KC_300805,电声股份,文化传媒,7.389924
358,2025-01-27,SZ.ZB_002291,遥望科技,互联网服务,7.388802
359,2025-01-27,SH.KC_300949,奥雅股份,工程咨询服务,7.38367
360,2025-01-27,SH.KC_300299,富春股份,游戏,7.3807077
361,2025-01-24,SH.ZB_603682,锦和商管,房地产服务,7.3574424
362,2025-01-27,SZ.ZB_002583,海能达,通信设备,7.3543577
363,2025-01-24,SH.KC_301001,凯淳股份,互联网服务,7.351166
364,2025-01-27,SZ.ZB_002047,宝鹰股份,装修装饰,7.343736
365,2025-01-27,SH.KC_301600,慧翰股份,通信设备,7.339783
366,2025-01-27,SZ.ZB_002256,兆新股份,电网设备,7.338019
367,2025-01-24,SH.KC_300229,拓尔思,软件开发,7.3373303
368,2025-01-24,SH.KC_300418,昆仑万维,互联网服务,7.312858
369,2025-01-27,SZ.ZB_002134,天津普林,电子元件,7.2964206
370,2025-01-24,SH.ZB_603880,南卫股份,医疗器械,7.285805
371,2025-01-24,SZ.ZB_002295,精艺股份,有色金属,7.28478
372,2025-01-27,SZ.ZB_002229,鸿博股份,造纸印刷,7.2821455
373,2025-01-27,SH.KC_301024,霍普股份,工程建设,7.2704134
374,2025-01-27,SH.ZB_603200,上海洗霸,环保行业,7.264343
375,2025-01-27,SH.KC_300985,致远新能,通用设备,7.262209
376,2025-01-24,SZ.ZB_002660,茂硕电源,消费电子,7.26112
377,2025-01-27,SZ.ZB_000659,珠海中富,包装材料,7.2604403
378,2025-01-27,SZ.ZB_002495,佳隆股份,食品饮料,7.256508
379,2025-01-27,SH.KC_300435,中泰股份,燃气,7.256442
380,2025-01-27,SH.ZB_605338,巴比食品,食品饮料,7.2469754
381,2025-01-10,SH.KC_688073,毕得医药,生物制品,7.2366447
382,2025-01-24,SH.KC_688095,福昕软件,软件开发,7.236041
383,2025-01-24,SH.KC_300748,金力永磁,小金属,7.234539
384,2025-01-27,SH.KC_300242,佳云科技,文化传媒,7.225209
385,2025-01-24,SH.ZB_600732,爱旭股份,光伏设备,7.2144403
386,2025-01-24,SZ.ZB_002881,美格智能,消费电子,7.2137966
387,2025-01-27,SH.KC_688717,艾罗能源,光伏设备,7.212849
388,2025-01-27,SH.ZB_603106,恒银科技,计算机设备,7.2120266
389,2025-01-27,SZ.ZB_001366,播恩集团,农牧饲渔,7.1997256
390,2025-01-24,SZ.ZB_002674,兴业科技,纺织服装,7.186921
391,2025-01-27,SH.KC_301082,久盛电气,电网设备,7.1791544
392,2025-01-24,SH.KC_300130,新国都,计算机设备,7.1646123
393,2025-01-24,SH.KC_300494,盛天网络,游戏,7.158944
394,2025-01-27,SZ.ZB_002068,黑猫股份,橡胶制品,7.149005
